Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
Closed,25,0,5,80376,"=""IDS 3920""",University Colloquium,3,"O'Dell, B.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80376,"=""IDS 3920""",University Colloquium,3,"O'Dell, B.",Required Material,Swamplandia! Edition: N/A,Russell,9780307276681,2010,Knopf Doubleday Publishing Group
Closed,25,0,5,80375,"=""IDS 3920""",University Colloquium,3,"Carme, L.",Required Material,University Colloquium Reader Edition: N/A,Fgcu,9781581527612,2011,COPLEY CUSTOM Textbooks
Closed,25,0,5,80375,"=""IDS 3920""",University Colloquium,3,"Carme, L.",Required Material,Gift From the Sea (Trade Ed) Edition: N/A,Lindbergh,9780679732419,1983,"Penguin Random House, Inc"
Closed,25,0,5,80375,"=""IDS 3920""",University Colloquium,3,"Carme, L.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
On Campus,25,1,0,80374,"=""IDS 3920""",University Colloquium,3,"Hughes, L.",Required Material,Gift From the Sea (Trade Ed) Edition: N/A,Lindbergh,9780679732419,1983,"Penguin Random House, Inc"
On Campus,25,1,0,80374,"=""IDS 3920""",University Colloquium,3,"Hughes, L.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80373,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80373,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80373,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,0,80372,"=""IDS 3920""",University Colloquium,3,"Arguelles, I.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80371,"=""IDS 3920""",University Colloquium,3,"Macbeth, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80370,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80370,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80370,"=""IDS 3920""",University Colloquium,3,"Pittman, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80369,"=""IDS 3920""",University Colloquium,3,"Marts, M.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80369,"=""IDS 3920""",University Colloquium,3,"Marts, M.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80368,"=""IDS 3920""",University Colloquium,3,"Wilkinson, A.",Required Material,Their Eyes Were Watching God Edition: N/A,Hurston,9780061120060,2006,HarperCollins Publishers
Closed,25,0,5,80368,"=""IDS 3920""",University Colloquium,3,"Wilkinson, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80366,"=""IDS 3920""",University Colloquium,3,"Manjerovic, K.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80366,"=""IDS 3920""",University Colloquium,3,"Manjerovic, K.",Required Material,Gift From the Sea (Trade Ed) Edition: N/A,Lindbergh,9780679732419,1983,"Penguin Random House, Inc"
Closed,25,0,5,80365,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80365,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80364,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80364,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80363,"=""IDS 3920""",University Colloquium,3,"Ndiangui, P.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80363,"=""IDS 3920""",University Colloquium,3,"Ndiangui, P.",Required Material,University Colloquium Reader Edition: N/A,Fgcu,9781581527612,2011,COPLEY CUSTOM Textbooks
Closed,25,0,5,80362,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80362,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Paving Paradise Edition: N/A,Pittman,9780813035079,,University Press of Florida
Closed,25,0,5,80362,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Off Campus,25,2,5,80361,"=""IDS 3920""",University Colloquium,3,"Macbeth, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80359,"=""IDS 3920""",University Colloquium,3,"Thomas, B.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80359,"=""IDS 3920""",University Colloquium,3,"Thomas, B.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80358,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80358,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,82908,"=""IDS 3920""",University Colloquium,3,"Dent, E.",Required Material,Uncommon Friends Edition: N/A,Newton,9780156926201,1989,Houghton Mifflin Harcourt Company
Closed,25,0,5,82908,"=""IDS 3920""",University Colloquium,3,"Dent, E.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80312,"=""IDS 3920""",University Colloquium,3,"Bishop, L.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80312,"=""IDS 3920""",University Colloquium,3,"Bishop, L.",Required Material,Paving Paradise Edition: N/A,Pittman,9780813035079,,University Press of Florida
Closed,25,0,5,80312,"=""IDS 3920""",University Colloquium,3,"Bishop, L.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80313,"=""IDS 3920""",University Colloquium,3,"Bauer, P.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80313,"=""IDS 3920""",University Colloquium,3,"Bauer, P.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80313,"=""IDS 3920""",University Colloquium,3,"Bauer, P.",Required Material,Gift From the Sea (Trade Ed) Edition: N/A,Lindbergh,9780679732419,1983,"Penguin Random House, Inc"
Closed,25,0,5,80314,"=""IDS 3920""",University Colloquium,3,"Meij, J.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80314,"=""IDS 3920""",University Colloquium,3,"Meij, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80315,"=""IDS 3920""",University Colloquium,3,"Fernandez, D.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80315,"=""IDS 3920""",University Colloquium,3,"Fernandez, D.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,0,80316,"=""IDS 3920""",University Colloquium,3,"Terepka, S.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,0,80316,"=""IDS 3920""",University Colloquium,3,"Terepka, S.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,0,80316,"=""IDS 3920""",University Colloquium,3,"Terepka, S.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80317,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80317,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Paving Paradise Edition: N/A,Pittman,9780813035079,,University Press of Florida
Closed,25,0,5,80317,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80318,"=""IDS 3920""",University Colloquium,3,"Bondehagen, D.",Required Material,Their Eyes Were Watching God Edition: N/A,Hurston,9780061120060,2006,HarperCollins Publishers
Closed,25,0,5,80318,"=""IDS 3920""",University Colloquium,3,"Bondehagen, D.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80318,"=""IDS 3920""",University Colloquium,3,"Bondehagen, D.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
On Campus,25,2,5,80319,"=""IDS 3920""",Hnrs: University Colloquium,3,"Salmond, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
On Campus,25,2,5,80319,"=""IDS 3920""",Hnrs: University Colloquium,3,"Salmond, J.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80329,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80329,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80330,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80330,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Paving Paradise Edition: N/A,Pittman,9780813035079,,University Press of Florida
Closed,25,0,5,80330,"=""IDS 3920""",University Colloquium,3,"Nunes-Zaller, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80331,"=""IDS 3920""",University Colloquium,3,"Macbeth, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
On Campus,25,1,5,80332,"=""IDS 3920""",University Colloquium,3,"Salmond, J.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
On Campus,25,1,5,80332,"=""IDS 3920""",University Colloquium,3,"Salmond, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80333,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Land Remembered Edition: N/A,Smith,9781561641161,1984,"Pineapple Press, Incorporated"
Closed,25,0,5,80333,"=""IDS 3920""",University Colloquium,3,"Marcolini, J.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80334,"=""IDS 3920""",Hnrs:University Colloquium,3,"Pittman, A.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,25,0,5,80334,"=""IDS 3920""",Hnrs:University Colloquium,3,"Pittman, A.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80335,"=""IDS 3920""",University Colloquium,3,"Strange, G.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80357,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,Sustainability Prin & Practice Edition: 2nd,Robertson,9781138650244,2017,Routledge
Closed,25,0,5,80357,"=""IDS 3920""",University Colloquium,3,"Murray, D.",Required Material,"Sustainable Future Equality, Ecology &Economy (Access Code) Edition: N/A",FGCU,9781524966409,2018,Kendall Hunt Publishing Company
Closed,35,0,10,83364,"=""IDS 4901""",DIS:Weed:Impact of Marijuana,3,"Rosenthal, M.",Required Material,Marijuana Legalization Edition: N/A,Caulkins,9780190262402,2016,Oxford University Press
Closed,35,0,10,83364,"=""IDS 4901""",DIS:Weed:Impact of Marijuana,3,"Rosenthal, M.",Required Material,ROSENTHAL:DRUGS CUSTOM FGCU EBK (ACCESS) Edition: N/A,Rosenthal,9780190927042,2018,Oxford University Press
On Campus,35,3,10,83434,"=""IDS 4901""",DIS:ST:Consciousness & Nature,3,"Von Cannon, M.",Required Material,Lives of Animals Edition: N/A,Coetzee,9780691173900,2016,Princeton Univ Press c/o Perseus
On Campus,35,3,10,83434,"=""IDS 4901""",DIS:ST:Consciousness & Nature,3,"Von Cannon, M.",Required Material,Phi: A Voyage from the Brain to the Soul Edition: N/A,Tononi,9780307907219,2012,Knopf Doubleday Publishing Group
On Campus,35,3,10,83434,"=""IDS 4901""",DIS:ST:Consciousness & Nature,3,"Von Cannon, M.",Required Material,Planet Remade Edition: N/A,Morton,9780691175904,2015,Princeton Univ Press c/o Perseus
On Campus,35,3,10,83434,"=""IDS 4901""",DIS:ST:Consciousness & Nature,3,"Von Cannon, M.",Required Material,Body Toxic Edition: N/A,Antonetta,9781582432090,2001,Perseus Books
Closed,30,0,10,82631,"=""IDS 4901""",DIS: Expanding Consciousness,3,"Byrne, R.",Required Material,Essen Enneagram Edition: N/A,Daniels,9780061713163,2009,HarperCollins Publishers
On Campus,25,4,10,82627,"=""IDS 4901""",DIS: Contemplative Writing,3,"Griffin, J.",Required Material,I Am Here Now Edition: N/A,The Mindfullness Project,9780399184444,2016,Penguin Group USA Inc
On Campus,25,4,10,82627,"=""IDS 4901""",DIS: Contemplative Writing,3,"Griffin, J.",Required Material,Storycatcher Edition: N/A,Baldwin,9781577316039,2007,New World Library
Closed,35,0,10,83345,"=""IDS 4901""",DIS:Weed:ImpactofMarijuana,3,"Walch, S.",Required Material,ROSENTHAL:DRUGS CUSTOM FGCU EBK (ACCESS) Edition: N/A,Rosenthal,9780190927042,2018,Oxford University Press
Closed,35,0,10,83345,"=""IDS 4901""",DIS:Weed:ImpactofMarijuana,3,"Walch, S.",Required Material,Marijuana Legalization Edition: N/A,Caulkins,9780190262402,2016,Oxford University Press
Closed,25,-1,10,83400,"=""IDS 4910""",Integrated Core Senior Seminar,3,"Otto, E.",Required Material,50 ways to get a job Edition: N/A,Aujla,9780143131533,2018,PENGUIN GROUP (USA) INC.
On Campus,25,10,10,82130,"=""IDS 4910""",Integrated Core Senior Seminar,3,"Fortin, A.",Required Material,Tuesdays with Morrie (Trade Ed) Edition: N/A,Albom,9780767905923,1997,"Penguin Random House, Inc"
On Campus,25,10,10,82130,"=""IDS 4910""",Integrated Core Senior Seminar,3,"Fortin, A.",Required Material,Alchemist Edition: 25th,Coelho,9780062315007,2014,HarperCollins Publishers
On Campus,25,2,10,80338,"=""IDS 4910""",Integrated Core Senior Seminar,3,"Satkoski, C.",Required Material,When Breath Becomes Air Edition: N/A,Kalanithi,9780812988406,2016,Random House Adult Trade Publ
On Campus,25,2,10,80338,"=""IDS 4910""",Integrated Core Senior Seminar,3,"Satkoski, C.",Required Material,Success Built to Last Edition: N/A,Porras,9780452288706,2007,New American Library
Closed,37,0,0,81325,"=""IHS 3101""",Shaping Hlthcare in 21st Cent.,3,"Yaniga, L.",Required Material,Essen of US Health Care System (w/Navigate Advantage Acc) Edition: 4th,Shi,9781284100556,2017,Jones & Bartlett Learning
Distance Learning,37,2,0,82910,"=""IHS 3101""",Shaping Hlthcare in 21st Cent.,3,"Yaniga, L.",Required Material,Essen of US Health Care System (w/Navigate Advantage Acc) Edition: 4th,Shi,9781284100556,2017,Jones & Bartlett Learning
Distance Learning,37,1,10,82296,"=""IHS 3112""",Legal & Ethical Princ of HC,3,"Lenius, R.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
Distance Learning,37,1,10,82296,"=""IHS 3112""",Legal & Ethical Princ of HC,3,"Lenius, R.",Required Material,Legal & Ethical Issues for Health Prof (w/Access Code) Edition: 4th,Pozgar,9781284036794,2016,Jones & Bartlett Learning
Distance Learning,37,2,10,81327,"=""IHS 3112""",Legal & Ethical Princ of HC,3,"Min, Y.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
Distance Learning,37,2,10,81327,"=""IHS 3112""",Legal & Ethical Princ of HC,3,"Min, Y.",Required Material,Legal & Ethical Issues for Health Prof (w/Access Code) Edition: 4th,Pozgar,9781284036794,2016,Jones & Bartlett Learning
Distance Learning,37,1,10,81326,"=""IHS 3112""",Legal & Ethical Princ of HC,3,"Francis, A.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
